,Tweet_text,date,username,retweets,uni_handle,compound,Sentiment
31,Such a creation ,2020-06-12 10:25:57+00:00,VidhanshD,0,0.0,0.2732,Positive
32,NIRF Rankings 2020 :@iitmadras tops in overall government rankings. Jnu continues 2nd position in Uni ranking @AmarUjalaNews @HRDMinistry @DrRPNishank @iitdelhi @iiscbangalore @iitroorkee @IITHyderabad @DirectorIITG @iitbombay @IITKanpur @iitkharagpur @jnutf19 @mamidala90,2020-06-12 09:55:29+00:00,09seemasharma,2,0.0,0.5106,Positive
33,"Jayant Kumar Singh & co-workers @IITKanpur #review significant recent advances in the carrier mobility of #2Dmaterials (#graphene, #MXenes, #phosphorene, #2Dchalcogenides, #2Doxides) based on #theoretical investigations. https://pubs.acs.org/doi/10.1021/acsomega.0c01676",2020-06-12 09:44:40+00:00,ACS_Omega,0,0.0,0.2023,Positive
34,What is the logic giving so high ranking to the college having poor placement n low mid salary,2020-06-12 09:32:32+00:00,pradeepgsm,0,0.0,-0.4215,Negative
35,Top 10 IITs as per NIRF ranking 2020. Must watch video for JEE and GATE Aspirants. https://youtu.be/p4p8ovJ2Sq4 #NIRFRankings2020 #JEEMains @iitbombay @IITGuwahati @iitmadras @iitdelhi @IITKanpur @iitkharagpur @iitroorkee @IITIndore @IITHyderabad @DrRPNishank @HRDMinistry,2020-06-12 09:10:08+00:00,Harsh12Purohit,0,0.0,0.2023,Positive
36,"Congratulations #Prof_N_B_Singh #VC_HBTU_Kanpur for getting, 1st time 166th rank under your esteemed guidance to #Team_HBTU under #Technical_Institutions Category @ecell_hbtuk @hbtualumni @HBTUTemple",2020-06-12 08:53:52+00:00,raj_knp,0,0.0,0.7783,Positive
37,"Really respect you , but felt so funny to see this tweet congratulating tops by you! Unfortunately, I have seen your staff spitting in university Almirah which is used to keep certificate's formats. Being as an university it must be your responsibility to be better always.",2020-06-12 08:14:29+00:00,cri8ing1,0,0.0,0.93,Positive
38,"Congratulations to All Top Rank (Overall) Institutions of Higher Education. 1.@iitmadras 2.@iiscbangalore 3.@iitdelhi 4.@iitbombay 5.@IITKgp 6.@IITKanpur 7.@IITGuwahati 8.#JNU 9.@iitroorkee 10.@VCofficeBHU Wishes on the befalf of Prof. RR Yadav, Hon'ble VC of @vbspu_official",2020-06-12 07:58:46+00:00,vbspu_official,5,0.0,0.743,Positive
39,"We want justice Students of KU, IIT Kanpur,IIT Bombay,and other institutions of India as well as J&amp;K promote thr students.. So why JAMMU University not promoting its students. JU students Deserving this help. Same UT in KU Promote all students but not JU @AmitShah @narendramodi",2020-06-12 07:47:32+00:00,BajarZafar,0,0.0,0.7191,Positive
40,Congratulations,2020-06-12 07:47:26+00:00,rishikesha,0,0.0,0.5994,Positive
41,"WORLD'S top institutions like IIT Bhuwaneshwar, IIT Kanpur,IIT Bombay have cancelled the final year exams for UG/PG and have promoted students on the basis of previous year's merit. But our Gujarat Universities will conduct exams, even at the cost of life. #StudentLivesMatters",2020-06-12 07:27:32+00:00,paridhisharma34,3,0.0,0.5346,Positive
42,"For further details, contact: Sai Srinivas (+919989654986) Anurag Mamgain (+919808116505) Harshit Agrawal (+918130239071) Naveen Bagga (+917348836824) Or mail us at medncult@gmail.com Let's fight against #boredom together. #KarteHaiKuchPrabandh #MBAIITKanpur #thatsiitk",2020-06-12 06:51:31+00:00,MBAIITK,0,0.0,-0.5994,Negative
43,"After the success of Online Quizzing Festival Season 5, MBA IIT Kanpur &amp; Dare2Compete presents ""Karte Hai Kuch Prabandh"", an event under Dare2Compete's Online Treasure Hunt Festival. An engagement that is going to be more fun than the name suggests (You can trust us on this) (1) ",2020-06-12 06:49:46+00:00,MBAIITK,2,0.0,0.969,Positive
44,Iit kanpur project:(,2020-06-12 06:14:37+00:00,Maverick_bharat,1,0.0,0.0,Neutral
45,"Thank you, The value of BHU needs to be corrected.",2020-06-12 05:47:34+00:00,piyer73,0,0.0,0.5994,Positive
46,Why the ranking of the Indian Universities is released now by the government!? × Very simple. × Just to divert attention from the international rankings of our IITs & other universities going down this year w.r.t previous rankings. @iitmadras @iitbombay @iitdelhi @IITKanpur #HRD,2020-06-12 04:36:30+00:00,SivaYp,0,0.0,0.0,Neutral
47,@myogiadityanath Sir we are the students of kendriya vidyalaya IIT Kanpur of class 11 having supplementary in one of the test paper according to the result notice generated by the our school in the period of covid-19 although some exams also not conducted due to worse conditions.,2020-06-12 03:50:08+00:00,KviitS,0,0.0,-0.4767,Negative
48,Need to see number 1,2020-06-12 03:46:31+00:00,susanta50252411,0,0.0,0.0772,Positive
49,Bro I am currently studying at iit kanpur..and bro I know the truth very well...as I said even I have Muslim friends and we too live in unity in North India.... But there are some Muslims following JIHADI ideology and extremist ideology and they can kill anyone...you understand,2020-06-12 02:23:07+00:00,0Anand_00000,0,0.0,-0.705,Negative
50,hope he sees this bro,2020-06-11 21:36:48+00:00,IshankModi,0,0.0,0.4404,Positive
51,Results of our joint research on #semi-analytical #stochastic analysis of #porous #FGM structures between @IITKanpur and @SejongU is #published online @Elsevier_Eng. https://bit.ly/2XRc8so,2020-06-11 21:21:45+00:00,ProfTanmoy,0,0.0,0.0,Neutral
52,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:06:56+00:00,rvp,0,0.0,0.25,Positive
53,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:06:42+00:00,rvp,0,0.0,0.25,Positive
54,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:06:10+00:00,rvp,0,0.0,0.25,Positive
55,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:04:53+00:00,rvp,5,0.0,0.25,Positive
56,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:04:34+00:00,rvp,0,0.0,0.25,Positive
57,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:04:18+00:00,rvp,0,0.0,0.25,Positive
58,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 21:03:05+00:00,rvp,0,0.0,0.25,Positive
59,Awesome.. Sir,2020-06-11 20:34:40+00:00,priyatam_raja,0,0.0,0.6249,Positive
60,"NIRF Ranking 2020: IIT Kanpur, BHU retain place among top 10 institutions – education ",2020-06-11 18:33:20+00:00,Currentnews_18,0,0.0,0.2023,Positive
61,Why we always required recognition from Foreign countries ?,2020-06-11 18:22:24+00:00,Yadav20K,0,0.0,0.0,Neutral
62,#IITDelhi 2nd Rank in India #IITKanpur 4th Rank in India #almamater outstanding #NIRFRankings2020 #mhrd @DrRPNishank,2020-06-11 18:13:03+00:00,Aamomin183_Call,0,0.0,0.6124,Positive
63,Nowadays mostly those who are engineering graduates are CERTIFIED ENGINEERS BUT NOT QUALIFIED ENGINEERS... #EducationNeverDies #educationsystem,2020-06-11 18:12:18+00:00,MogiliVarun,0,0.0,0.0,Neutral
64,Major #CivilWork Upto #Kalyanpur In #Kanpur #MetroRailProject Done https://www.thenewsagency.in/major-civil-work-upto-kalyanpur-in-kanpur-metro-rail-project-done/ @IITKanpur @DMKanpur @CommissionerKnp @nagarnigamknp @OfficialUPMetro @LucknowMetro_,2020-06-11 17:16:04+00:00,TheNewsAgency1,0,0.0,0.0,Neutral
65,I am also happy IIT Kanpur Secured 6 th position overall across the country under #NIRFRankings2020. Kudos IIT Kanpur. I hope this position will get better in future. ,2020-06-11 17:02:48+00:00,ShubhamN72,0,0.0,0.9382,Positive
66,"Join for a special episode of VIDYA Webinar series - A Fireside Chat with Mr Narayana Murthy and Prof. Ashok Misra along with the participation of VIDYA students on ""How to build a successful and respected India"" https://lnkd.in/dQfyCAj",2020-06-11 17:02:22+00:00,IITKanpur,0,0.0,0.8957,Positive
67,Then where do you think all CXOs of top MNCs and Gurus are coming from....So you don't have method to evaluate Indian education system. @IITKanpur @iitbombay .etc No Indian institute among top 100 in QS World University Rankings 2021:,2020-06-11 16:56:53+00:00,ObulYerasi,0,0.0,0.1027,Positive
68,Congratulations Sir!,2020-06-11 16:51:08+00:00,AwasthiRicheek,0,0.0,0.636,Positive
69,Designer #Biosensors To #Probe The Activation Of Important #Drug Targets @SciSoup @Ratnesh_thakur @serbonline @IITKanpur @arshukla @IitkResearch @SciComm_India Link: http://www.scisoup.org/article/2020/designer-biosensors-to-probe-the-activation-of-important-drug-targets.html,2020-06-11 15:49:18+00:00,SciSoup,10,0.0,0.2023,Positive
70,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:59:37+00:00,rvp,0,0.0,0.25,Positive
71,#NIRFRankings2020 - Top 5 in Engineering Category @iitmadras @iitdelhi @iitbombay @IITKanpur @IITKgp Congratulations! ,2020-06-11 14:58:40+00:00,TSFLASHNEWS,0,0.0,0.7177,Positive
72,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:57:44+00:00,rvp,0,0.0,0.25,Positive
73,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:56:46+00:00,rvp,0,0.0,0.25,Positive
74,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:56:35+00:00,rvp,0,0.0,0.25,Positive
75,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:56:22+00:00,rvp,0,0.0,0.25,Positive
76,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:56:03+00:00,rvp,0,0.0,0.25,Positive
77,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:55:40+00:00,rvp,0,0.0,0.25,Positive
78,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:53:47+00:00,rvp,0,0.0,0.25,Positive
79,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:53:23+00:00,rvp,0,0.0,0.25,Positive
80,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:53:05+00:00,rvp,0,0.0,0.25,Positive
81,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:52:12+00:00,rvp,0,0.0,0.25,Positive
82,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:50:55+00:00,rvp,0,0.0,0.25,Positive
83,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:48:54+00:00,rvp,0,0.0,0.25,Positive
84,Designer #biosensors to probe the activation of important #drug #targets @SciSoup @Ratnesh_thakur @DBTIndia @serbonline @IITKanpur @CSIR_IND @arshukla,2020-06-11 14:48:40+00:00,BioTech_Times,4,0.0,0.2023,Positive
85,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 14:48:37+00:00,rvp,0,0.0,0.25,Positive
86,As per the World University Rankings for 2019-20 https://cwur.org/2019-20.php INDIA IISc Bangalore: 435 IIM Ahmedabad: 523 IIT Delhi: 548 TIFR: 559 IIT Bombay: 588 IIT Madras: 600 Delhi Univ: 608 IIT Kanpur: 674 JNU Advanced Scientific Research: 710 AIIMS: 731,2020-06-11 14:47:43+00:00,virazdan,1,0.0,0.25,Positive
87,"Here are the Top 10 institutions in Overall Category, as per #IndiaRankings2020 for Higher Educational Institutions released today #IITMadras @iitmadras @iiscbangalore @iitdelhi @iitbombay @IITKgp @IITKanpur @IITGuwahati JNU, Delhi @iitroorkee BHU, Varanasi",2020-06-11 14:35:59+00:00,abhilash_tard,0,0.0,0.2023,Positive
88,"#NIRFRanking2020 are out today, @IITKanpur has moved up to 4th position in the Engineering category by significantly improving score from 77.57 in 2019 to 82.18 this year. #thatsiitk #Engineering #NIRF #NIRF2020",2020-06-11 14:32:43+00:00,karandi65,35,0.0,0.4215,Positive
89,"If Lucknow university really care about our safety, then please cancel UG PG exams like Presidency University,IIT Kanpur,Maharashtra state and give our average number on the basis of previous year marks. #JusticeForStudents #LucknowUniversity #LUagainstEXAMS",2020-06-11 14:24:05+00:00,MishraTheRahul,1,0.0,0.8553,Positive
90,But this year CSE department had done bad to good GATE scorer by changing shortlisting criteria for Mtech as 70% weightage (GATE Score) + 30% weightage (Qualifying degree marks) without any prior information .,2020-06-11 14:18:17+00:00,rvravisingh,0,0.0,-0.2263,Negative
91,"Wow ,, Superb..",2020-06-11 13:28:04+00:00,nirbhaysriwastw,0,0.0,0.836,Positive
92,"NIRF Ranking 2020: IIT Kanpur, BHU retain place among India’s overall top 10 institutions #NIRFRankings2020 #NIRF",2020-06-11 13:21:17+00:00,GetNewsd,0,0.0,0.2023,Positive
93,NIRF ranks IIT-Madras as the top higher education institute in India. Read More: http://bit.ly/2MRSvda @iitmadras @iitdelhi @iiscbangalore @iitbombay @IITKanpur @IITGuwahati @iitroorkee @IITKgp,2020-06-11 13:19:36+00:00,EducationAbp,2,0.0,0.2023,Positive
94,Congratulations Dr Karandikar and to all excellent and loyal staff at IIT Kanpur.,2020-06-11 13:08:37+00:00,srkatyayani,0,0.0,0.8934,Positive
95,"This is indeed great news, Sir. Heartiest congratulations to you and everyone at @IITKanpur",2020-06-11 13:06:54+00:00,RashmiUdayKumar,0,0.0,0.8402,Positive
96,Now i Don't have words to express my feelings And Request. But still I requesting All iits and Ministries to extend date of #IITJAM2020. PLEASE @iitbombay @iitmadras @IITKgp @IITKanpur @HRDMinistry @DrRPNishank @saurabhtop @narendramodi @RahulGandhi @TheLallantop,2020-06-11 12:58:57+00:00,Himansh18811460,1,0.0,0.7269,Positive
97,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 12:45:22+00:00,rvp,0,0.0,0.25,Positive
98,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 12:44:54+00:00,rvp,0,0.0,0.25,Positive
99,Tweet below Endorsed by @RVP @7GTech @5GAIoT @C4ISRT #RaviVisvesvarayaSharadaPrasad #Telecom #InfoTech #IoT #CloudComputing #BigData #AI #ML #CyberSecurity #NanoTech Alumnus of @CarnegieMellon @CMU_ECE @CMU_MSE @IITKanpur Rated by @Onalytica as 19th in #Telecom &amp; 42nd in #IIoT,2020-06-11 12:44:27+00:00,rvp,0,0.0,0.25,Positive
100,National Institutional Ranking Framework (NIRF) announced institution ranks for year 2020 list of top 10 Engineering Institutes 1. IIT Madras 2. IIT Bombay 3. IIT Kharagpur 4. IIT Delhi 5. IIT Kanpur 6. IIT Roorkee 7. IIT Hyderabad 8. IIT Gandhinagar 9. IIT Ropar 10. IIT Patna,2020-06-11 12:32:45+00:00,ACE_Enggacademy,4,0.0,0.2023,Positive
101,Believe currently the portfolio is with @DrRPNishank ...,2020-06-11 12:32:28+00:00,saurabhksingh9,0,0.0,0.0,Neutral
102,We also congratulate our fellow b-schools from IITs who have shown improvement over the last years. #mbaiitkanpur #thatsiitk #nirf #nirfrankings #rankings #bschool #mbarankings #mba (3),2020-06-11 12:12:02+00:00,MBAIITK,0,0.0,0.7351,Positive
