,text,username,tweet_id,timestamp,hashtags,screen_name,retweets,likes,uni_handle,compound,Sentiment,score
882,"Hold academic excellence with MITS6011 Advanced Research Topics in Information Technology Assignment Help and Solution Victorian Institute of Technology
http://solvedassignments.net/module/mits6011-advanced-research-topics-in-information-technology-2472513.html …
#MITS6011 #AdvancedResearchTopicsInInformationTechnology #AssignmentHelp #Solution #VIT #AssessmentHelppic.twitter.com/syik6XmFux",Expertsmind.com,1238803214809452544,2020-03-14 12:24:36,"['MITS6011', 'AdvancedResearchTopicsInInformationTechnology', 'AssignmentHelp', 'Solution', 'VIT', 'AssessmentHelppic']",ExpertsMindInc,0,0,0.0,0.9081,Positive,5
883,"Vallore Institute of Technology (VIT) Courses, Fees and Admission Process #rajasthanpalaces #royalrajasthan #rajasthantourism #rajasthaniculture #cultureofrajasthan #facebook #twitter #instagram #rajasthanpalaceshttps://www.e-rajasthan.com/vallore-institute-of-technology-vit-courses-fees-and-admission-process/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …",Rajasthan Travel and Tourism Guide,1238797916396851200,2020-03-14 12:03:33,"['rajasthanpalaces', 'royalrajasthan', 'rajasthantourism', 'rajasthaniculture', 'cultureofrajasthan', 'facebook', 'twitter', 'instagram', 'rajasthanpalaceshttps']",e_rajasthan,0,0,0.0,0.0,Neutral,3
884,@CMOTamilNadu Hello sir . I am a student of Vellore institute of technology Chennai campus . Sir I want to request you to please close our college because of coronavirus . Because sir it is spreading at a very high rate . All other colleges are closed due to this .Please help us.,Paritosh Pandey,1238781969279774720,2020-03-14 11:00:11,[],Paritos56144940,0,3,0.0,0.7861,Positive,5
885,"Vellore Institute of Technology (VIT) is a deemed private university that was founded in 1984. VIT is situated in the district of Vellore, Tamil Nadu. VIT is also recognised as an Institution of Eminence by the… https://www.instagram.com/p/B9td7P1AEQ_/?igshid=rnp4ckgna0b1 …",Shiksha Advisor,1238771527082020864,2020-03-14 10:18:41,[],AdvisorShiksha,0,2,0.0,0.0,Neutral,3
886,"Vellore Institute of Technology (VIT) is an institute of eminence and a deemed university, situated in Vellore, Tamil Nadu. It was established by G. Viswanathan as Vellore Engineering College in 1984. The private… https://www.instagram.com/p/B9tNqJkBLkt/?igshid=5ll96862qohb …",Admission Solution,1238735748351827968,2020-03-14 07:56:31,[],admsnsolution,0,1,0.0,0.0,Neutral,3
887,"Vivekananda Institute of Technology,Jaipur creates synergy through its partnerships  with industry leaders. We are looking forward to the campus placement of 2020.

#vitjaipur #vgu #jaipur #vit #industry #recruiters #placements #topmnc #leaderspic.twitter.com/S9CKh4MwY1",VIT Jaipur,1238482547555946496,2020-03-13 15:10:23,"['vitjaipur', 'vgu', 'jaipur', 'vit', 'industry', 'recruiters', 'placements', 'topmnc', 'leaderspic']",VIT_Jaipur,0,1,0.0,0.2732,Positive,4
888,"On 11.03.2020, 83 #Aadhaar transactions were made during the five days special camp organized by Vellore Division for new enrolments and updations at Vellore Institute of Technology (#VIT), Vellore campus… pic.twitter.com/1RpkawxZAd",PMG Chennai,1238088492929830912,2020-03-12 13:04:33,"['Aadhaar', 'VIT']",PMG_Chennai,0,0,0.0,0.4019,Positive,4
889,"Vellore Institute of Technology (VIT) is a deemed private university that was founded in 1984. VIT is situated in the district of Vellore, Tamil Nadu. VIT is also recognised as an Institution of Eminence by the… https://www.instagram.com/p/B9oePYfAUZR/?igshid=1ibj3770e4q6f …",Shiksha Advisor,1238068534447570944,2020-03-12 11:45:15,[],AdvisorShiksha,0,2,0.0,0.0,Neutral,3
890,"We are the proud to announce that our students: Shravya, Anjali and Rinu Annie Sunny, of Nitte School of Fashion Technology and Interior Design grabbed second position at the National Level Fashion competition for Costume Designing held at Vellore Institute of Technology. pic.twitter.com/cZeZvLOD76",Nitte,1238024611456925696,2020-03-12 08:50:43,[],aboutnitte,0,0,0.0,0.7096,Positive,5
891,Direct CSE Admission in Vellore Institute of Technology …https://vitvellore-directadmission.blogspot.com/2020/03/direct-cse-admission-in-vellore-institute-of-technology.html#.Xmny-ceJuMg.twitter …,Trump Career Solution,1238019350776270848,2020-03-12 08:29:49,[],career_trump,0,0,0.0,0.0,Neutral,3
892,"It was a great privilege and honour to have Hon. Director ARDE (DRDO) Dr. V. Venkateswara Rao, Dr. Bibhuti Bhushan Padhy, Dr. K. D. Dhote, Dr. Bhupender Singh Rawal, and Dr. Praveen Kumar at Vishwakarma Institute of Technology (VIT) Pune. pic.twitter.com/8GAOTldiCV","Vishwakarma Institute of Technology, Pune",1237688789318828032,2020-03-11 10:36:17,[],vit_college,0,19,0.0,0.8834,Positive,5
893,VIT - Victorian Institute of Technology Melbourne https://www.australiabizdir.com/education-training/educational-institution/vit-victorian-institute-of-technology_i3936 … #BusinessDirectory #AustraliaBusinessDirectorypic.twitter.com/kNOKgJWOnQ,AustraliaBizDir,1237644314785853440,2020-03-11 07:39:33,"['BusinessDirectory', 'AustraliaBusinessDirectorypic']",AussieBizDir,0,0,0.0,0.0,Neutral,3
894,"The students and staff of Vellore Institute of Technology (#VIT), Vellore campus are getting benefited out of the special #Aadhaar camp organized by Vellore Division for a period of 5 days from 09.03.2020… pic.twitter.com/p2VNOJoKjg",PMG Chennai,1237360473906884608,2020-03-10 12:51:40,"['VIT', 'Aadhaar']",PMG_Chennai,0,0,0.0,0.4019,Positive,4
895,"Vivekananda Institute Of Technology wishes you a very Happy Holi,Spread color, joy and the spirit of celebration.

#vit #jaipur #vgujaipur #vgu #vitjaipur #holi #joy #happyholipic.twitter.com/QGaGKCeKQ4",VIT Jaipur,1237223072433876992,2020-03-10 03:45:41,"['vit', 'jaipur', 'vgujaipur', 'vgu', 'vitjaipur', 'holi', 'joy', 'happyholipic']",VIT_Jaipur,0,2,0.0,0.9312,Positive,5
896,"Vellore Institute of Technology is the Number 1 private institution in India for Engineering and Technology, as per the QS Subject Ranking, 2020. 

VIT has been ranked among the top 450 Universities in the World by the QS World University Rankings. pic.twitter.com/K2b4XHuP4U",VIT Chennai,1236906708305231872,2020-03-09 06:48:34,[],ChennaiVit,2,4,1.0,0.2732,Positive,4
897,"It is the question of where we are and where we want to reach, and the roadmap we should follow. We have to fill the gap between what we want to do and what we want to achieve says Indu Rao, Director - Academics, Vellore Institute of Technology
#WEShyderabad #WES2020 @VIT_univpic.twitter.com/A26ld8sKOa",digitalLEARNING,1231136922828824576,2020-02-22 08:41:30,"['WEShyderabad', 'WES2020']",dl_magazine,0,2,0.0,0.25,Positive,4
898,Here is the video link to the presentation on Machine Learning and AI to students at Vellore Institute of Technology  - https://bit.ly/2SKYdBD ,Sanjay Dorairaj,1230723806877999104,2020-02-21 05:19:55,[],sanjayd_,0,1,0.0,0.0,Neutral,3
899,Just gave a presentation on Machine Learning and AI to students at Vellore Institute of Technology  - https://docs.google.com/presentation/d/1rQ3ajknCCz9eZ1q5i-um-DGM_KmDgeh5pCD1cjEbZes/edit?usp=sharing … #MachineLearning #AI #Python,Sanjay Dorairaj,1230719349696036864,2020-02-21 05:02:13,"['MachineLearning', 'AI', 'Python']",sanjayd_,0,0,0.0,0.0,Neutral,3
900,"Woohoo! My team, KillDaemonNinjas, came in 3rd place overall in the #HashCode Online Qualification Round  at India / Vellore Institute of Technology, Vellore. Our final score was 20983884. ",Knowledgeworld,1230615527439073280,2020-02-20 22:09:40,['HashCode'],Knowled63092687,0,1,0.0,0.5562,Positive,4
901,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGatewayhttps://infl.tv/hnd9 ,Zgar,1230344751939047424,2020-02-20 04:13:42,['Cisco'],zhgargar,0,0,0.0,0.3818,Positive,4
902,#JOB! Professor / Assistant Professor / Associate Professor in Architecture  job with VELLORE INSTITUTE OF TECHNOLOGY | 197081 https://buff.ly/2V0yd6N ,Sofie Pelsmakers,1230075053351559168,2020-02-19 10:22:01,['JOB'],SofiePelsmakers,0,0,0.0,0.0,Neutral,3
903,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGateway https://infl.tv/hmL4 ,Muralidharan,1230019023733231616,2020-02-19 06:39:22,['Cisco'],Muralid44768865,0,1,0.0,0.3818,Positive,4
904,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGateway https://infl.tv/hmIt ,An,1229954632870453248,2020-02-19 02:23:30,['Cisco'],ANILPAT12106061,0,0,0.0,0.3818,Positive,4
905,Vellore Institute of Technology | T-10 News https://news.t-10.in/vellore-institute-of-technology-t-10-news/ …pic.twitter.com/TGSZPAeMio,T-10 World News,1229752710964154368,2020-02-18 13:01:08,[],T10WorldNews,0,0,0.0,0.0,Neutral,3
906,"Speaking at Thanthai Periyar Government Institute of Technology about Tree Plantation, Global Warming and more about Vellore Climate Change.

Comment if you want to call out anything specifically about Vellore, I will convey it to students.

#vellore #college #treepic.twitter.com/Av9P8dbqTi",Dinesh Saravanan,1229739958740512768,2020-02-18 12:10:28,"['vellore', 'college', 'treepic']",sdineshsaravana,1,7,0.0,0.2263,Positive,4
907,Vellore Institute of Technology (VIT) Direct Admission 2020 Batch: Direct Admission for CS Engineering in VIT Vellore... …https://vitvellore-directadmission.blogspot.com/2020/02/direct-admission-for-cs-engineering-in-vit-vellore.html?spref=tw …,Trump Career Solution,1229667357804527616,2020-02-18 07:21:58,[],career_trump,0,0,0.0,0.0,Neutral,3
908,Vellore Institute of Technology (VIT) Direct Admission 2020 Batch: Direct Admission in Vellore Institute of Technolog... …https://vitvellore-directadmission.blogspot.com/2020/02/direct-admission-vellore-institute-technology-chennai.html?spref=tw …,Trump Career Solution,1229363775133716480,2020-02-17 11:15:39,[],career_trump,1,1,0.0,0.0,Neutral,3
909,"Thank you ‘Vellore institute of Technology ‘ for having me over as your Guest of honour ! It was indeed an honour for me to interact with some of the best young minds & the highly abled faculty , at Riviera 2020- cultural fest ! Brilliant organisation & a beautiful campus  pic.twitter.com/J9eIEEopeC",Yami Gautam,1229006860893601792,2020-02-16 11:37:24,[],yamigautam,156,5813,0.0,0.9732,Positive,5
910,"SELECT Makeathon 2020, Vellore Institute of Technology, Technical Fest, Vellore, Tamil Nadu… https://goo.gl/fb/fTRmbh ",knowafest.com,1228963247023382528,2020-02-16 08:44:05,[],knowafest,0,0,0.0,0.0,Neutral,3
911,"Panache XII : The Annual Techno Cultural & Sports Fest of Vivekananda Institute of Technology, Jaipur is back again for its best performance yet in 2020. Come Join us for this buzzing & fun event.

#VIT #VITJaipur #VGU #Campus #Panache #Event #Cultural #Sports #Students #Funpic.twitter.com/R0rf8wkqtH",VIT Jaipur,1228664009483866112,2020-02-15 12:55:01,"['VIT', 'VITJaipur', 'VGU', 'Campus', 'Panache', 'Event', 'Cultural', 'Sports', 'Students', 'Funpic']",VIT_Jaipur,0,1,0.0,0.8658,Positive,5
912,"It is the question of where we are and where we want to reach, and the roadmap we should follow. We have to fill the gap between what we want to do and what we want to achieve says Indu Rao, Director - Academics, Vellore Institute of Technology
#WEShyderabad #WES2020 @VIT_univpic.twitter.com/A26ld8sKOa",digitalLEARNING,1231136922828824576,2020-02-22 08:41:30,"['WEShyderabad', 'WES2020']",dl_magazine,0,2,0.0,0.25,Positive,4
913,Here is the video link to the presentation on Machine Learning and AI to students at Vellore Institute of Technology  - https://bit.ly/2SKYdBD ,Sanjay Dorairaj,1230723806877999104,2020-02-21 05:19:55,[],sanjayd_,0,1,0.0,0.0,Neutral,3
914,Just gave a presentation on Machine Learning and AI to students at Vellore Institute of Technology  - https://docs.google.com/presentation/d/1rQ3ajknCCz9eZ1q5i-um-DGM_KmDgeh5pCD1cjEbZes/edit?usp=sharing … #MachineLearning #AI #Python,Sanjay Dorairaj,1230719349696036864,2020-02-21 05:02:13,"['MachineLearning', 'AI', 'Python']",sanjayd_,0,0,0.0,0.0,Neutral,3
915,"Woohoo! My team, KillDaemonNinjas, came in 3rd place overall in the #HashCode Online Qualification Round  at India / Vellore Institute of Technology, Vellore. Our final score was 20983884. ",Knowledgeworld,1230615527439073280,2020-02-20 22:09:40,['HashCode'],Knowled63092687,0,1,0.0,0.5562,Positive,4
916,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGatewayhttps://infl.tv/hnd9 ,Zgar,1230344751939047424,2020-02-20 04:13:42,['Cisco'],zhgargar,0,0,0.0,0.3818,Positive,4
917,#JOB! Professor / Assistant Professor / Associate Professor in Architecture  job with VELLORE INSTITUTE OF TECHNOLOGY | 197081 https://buff.ly/2V0yd6N ,Sofie Pelsmakers,1230075053351559168,2020-02-19 10:22:01,['JOB'],SofiePelsmakers,0,0,0.0,0.0,Neutral,3
918,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGateway https://infl.tv/hmL4 ,Muralidharan,1230019023733231616,2020-02-19 06:39:22,['Cisco'],Muralid44768865,0,1,0.0,0.3818,Positive,4
919,Vellore Institute of Technology curbs threats and secures its network with #Cisco security solutions. @CiscoGateway https://infl.tv/hmIt ,An,1229954632870453248,2020-02-19 02:23:30,['Cisco'],ANILPAT12106061,0,0,0.0,0.3818,Positive,4
920,Vellore Institute of Technology | T-10 News https://news.t-10.in/vellore-institute-of-technology-t-10-news/ …pic.twitter.com/TGSZPAeMio,T-10 World News,1229752710964154368,2020-02-18 13:01:08,[],T10WorldNews,0,0,0.0,0.0,Neutral,3
921,"Speaking at Thanthai Periyar Government Institute of Technology about Tree Plantation, Global Warming and more about Vellore Climate Change.

Comment if you want to call out anything specifically about Vellore, I will convey it to students.

#vellore #college #treepic.twitter.com/Av9P8dbqTi",Dinesh Saravanan,1229739958740512768,2020-02-18 12:10:28,"['vellore', 'college', 'treepic']",sdineshsaravana,1,7,0.0,0.2263,Positive,4
922,Vellore Institute of Technology (VIT) Direct Admission 2020 Batch: Direct Admission for CS Engineering in VIT Vellore... …https://vitvellore-directadmission.blogspot.com/2020/02/direct-admission-for-cs-engineering-in-vit-vellore.html?spref=tw …,Trump Career Solution,1229667357804527616,2020-02-18 07:21:58,[],career_trump,0,0,0.0,0.0,Neutral,3
923,Vellore Institute of Technology (VIT) Direct Admission 2020 Batch: Direct Admission in Vellore Institute of Technolog... …https://vitvellore-directadmission.blogspot.com/2020/02/direct-admission-vellore-institute-technology-chennai.html?spref=tw …,Trump Career Solution,1229363775133716480,2020-02-17 11:15:39,[],career_trump,1,1,0.0,0.0,Neutral,3
924,"Thank you ‘Vellore institute of Technology ‘ for having me over as your Guest of honour ! It was indeed an honour for me to interact with some of the best young minds & the highly abled faculty , at Riviera 2020- cultural fest ! Brilliant organisation & a beautiful campus  pic.twitter.com/J9eIEEopeC",Yami Gautam,1229006860893601792,2020-02-16 11:37:24,[],yamigautam,156,5813,0.0,0.9732,Positive,5
925,"SELECT Makeathon 2020, Vellore Institute of Technology, Technical Fest, Vellore, Tamil Nadu… https://goo.gl/fb/fTRmbh ",knowafest.com,1228963247023382528,2020-02-16 08:44:05,[],knowafest,0,0,0.0,0.0,Neutral,3
926,"Panache XII : The Annual Techno Cultural & Sports Fest of Vivekananda Institute of Technology, Jaipur is back again for its best performance yet in 2020. Come Join us for this buzzing & fun event.

#VIT #VITJaipur #VGU #Campus #Panache #Event #Cultural #Sports #Students #Funpic.twitter.com/R0rf8wkqtH",VIT Jaipur,1228664009483866112,2020-02-15 12:55:01,"['VIT', 'VITJaipur', 'VGU', 'Campus', 'Panache', 'Event', 'Cultural', 'Sports', 'Students', 'Funpic']",VIT_Jaipur,0,1,0.0,0.8658,Positive,5
927,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.#1YearOfMassDestruction
#OathOfAPDestruction",Hrudaya,1266708765333569536,2020-05-30 12:31:18,"['1YearOfMassDestruction', 'OathOfAPDestruction']",Hrudaya4cbn,5,1,0.0,0.5106,Positive,4
928,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.  #1YearOfMassDestruction -NaiduAddala s #OathOfAPDestruction",𝐊𝐫𝐢𝐬𝐡𝐧𝐚 𝐀𝐝𝐝𝐚𝐥𝐚 🇨🇦🇮🇳,1266708647805169664,2020-05-30 12:30:50,"['1YearOfMassDestruction', 'OathOfAPDestruction']",KrishnaaAddala,5,0,0.0,0.5106,Positive,4
929,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.  #OathOfAPDestruction #1YearOfMassDestruction JVR",Venkat #220DaysOfAmaravatiProtests #WearMask,1266706012180025344,2020-05-30 12:20:22,"['OathOfAPDestruction', '1YearOfMassDestruction']",TdpVenkata,6,1,0.0,0.5106,Positive,4
930,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.#1YearOfMassDestruction VJ",Venkat #220DaysOfAmaravatiProtests #WearMask,1266702576508157952,2020-05-30 12:06:43,['1YearOfMassDestruction'],TdpVenkata,8,0,0.0,0.5106,Positive,4
931,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.#1YearOfMassDestruction #TDPMalaysia",venkat chowdary,1266697764856987648,2020-05-30 11:47:35,"['1YearOfMassDestruction', 'TDPMalaysia']",narayanavunnam,2,0,0.0,0.5106,Positive,4
932,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. #1YearofMassDestruction #OathOfAPDestruction abh",pavan singh,1266696177480695808,2020-05-30 11:41:17,"['1YearofMassDestruction', 'OathOfAPDestruction']",pavansi70701605,0,0,0.0,0.5106,Positive,4
933,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. #1YearOfMassDestruction",SP SAHEB,1266694255801581568,2020-05-30 11:33:39,['1YearOfMassDestruction'],SP_SAHEB_,3,0,0.0,0.5106,Positive,4
934,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.  #1YearofMassDestruction #OathOfAPDestruction abh",kiran rinku,1266693689386074112,2020-05-30 11:31:24,"['1YearofMassDestruction', 'OathOfAPDestruction']",kiranrinku1,0,0,0.0,0.5106,Positive,4
935,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.#1YearOfMassDestruction",siva chowdary,1266693504211677184,2020-05-30 11:30:40,['1YearOfMassDestruction'],sivaram21135679,1,0,0.0,0.5106,Positive,4
936,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.  #1YearofMassDestruction #OathOfAPDestruction Kar",Shiva Reddy,1266688675326418944,2020-05-30 11:11:28,"['1YearofMassDestruction', 'OathOfAPDestruction']",ShivaRe75004649,0,0,0.0,0.5106,Positive,4
937,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. #1YearOfMassDestruction
#OathOfAPDestruction",సాంబ@వేలివెల్లి,1266688378461921280,2020-05-30 11:10:18,"['1YearOfMassDestruction', 'OathOfAPDestruction']",sambavelivelli,1,0,0.0,0.5106,Positive,4
938,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.   #1YearofMassDestruction #OathOfAPDestruction Kar",Sanju Reddy,1266684282719764480,2020-05-30 10:54:01,"['1YearofMassDestruction', 'OathOfAPDestruction']",SanjuRe77749462,0,0,0.0,0.5106,Positive,4
939,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. --TeluguMahilaTDP #1YearOfMassDestruction
#OathOfAPDestruction",TeluguMahila🙏,1266684280140423168,2020-05-30 10:54:00,"['1YearOfMassDestruction', 'OathOfAPDestruction']",SilpaVelaga,3,2,0.0,0.5106,Positive,4
940,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.   #1YearofMassDestruction #OathOfAPDestruction Kar",Sampath Naidu,1266677992631291904,2020-05-30 10:29:01,"['1YearofMassDestruction', 'OathOfAPDestruction']",Sampath28214891,0,0,0.0,0.5106,Positive,4
941,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. SK #1YearOfMassDestruction #OathOfAPDestruction",Srinivas,1266677248444284928,2020-05-30 10:26:04,"['1YearOfMassDestruction', 'OathOfAPDestruction']",Sriniva53756748,0,0,0.0,0.5106,Positive,4
942,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises. 

#1YearOfMassDestruction",Tirumala Ganesh ♥️ ( Samholic ),1266673145274003456,2020-05-30 10:09:46,['1YearOfMassDestruction'],Tirumala_Sam,4,0,0.0,0.5106,Positive,4
943,"On the private investment side, top educational institutions like Vellore Institute of Technology, SRM University, NID, Amity, Amrita University ave started construction, or started functioning from their premises.#1YearOfMassDestruction",I Love India✌,1266671110331830272,2020-05-30 10:01:40,['1YearOfMassDestruction'],Iloveindia_007,7,2,0.0,0.5106,Positive,4
